0.72,6.673389
0.70,5.595745
0.67,5.184289
0.59,4.504256
0.51,5.312361
0.72,5.039090
0.66,6.502494
0.54,5.062712
0.64,4.256669
0.50,3.165322
0.50,4.176466
0.77,6.273778
0.63,7.367731
0.70,5.529913
0.68,7.502639
0.86,10.11348
0.70,7.044056
0.71,7.365870
0.72,9.056742
0.70,5.859075
0.75,8.867814
0.60,4.814881
0.60,5.416741
0.75,5.363597
0.60,4.431879
0.77,6.642824
0.66,6.625183
0.62,5.861768
0.69,6.858769
0.85,7.645606
1.16,8.931053
0.73,5.192423
0.80,8.345514
0.75,6.364802
0.82,8.118918
0.85,7.978024
0.84,5.735279
0.83,10.176200
0.44,3.921913
0.96,11.059734
0.60,6.182745
0.48,4.604723
0.54,4.821630
0.40,4.238029
0.71,5.156109
0.55,3.499572
0.55,3.450282
0.69,4.788197
0.96,6.443497
0.55,4.238918
0.74,6.685333
0.75,7.652065
0.51,4.411961
0.60,4.705452
0.58,3.204533
0.67,6.246132
0.67,5.996286
0.71,9.977406
0.70,7.241553
0.62,5.235754
0.66,8.404167
0.48,4.395418
0.41,3.326084
0.40,3.363515
0.37,2.971223
0.48,4.981473
0.46,4.972111
0.43,3.448350
0.35,2.922828
0.40,4.338934
0.36,3.882895
0.67,4.996905
0.58,5.095733
0.69,4.788197
0.42,3.673311 
0.47,5.755167 
0.43,3.888565 
0.52,6.220985 
0.51,3.151401 
0.53,4.714682 
0.50,4.528169 
0.50,4.176466 
0.47,4.285763 
0.37,2.909960 
0.50,4.791946 
0.53,5.657619 
0.60,4.596023 
0.90,8.455436 
0.67,5.683980 
0.75,7.222978 
0.48,4.353557 
0.38,2.783200 
0.48,4.646584 
0.31,2.947830 
0.58,5.043200 
0.60,6.237459 
0.55,4.781106 
0.58,6.724267 
0.56,5.389280 
0.51,3.871721 
0.45,2.905612 
0.64,5.616438 
0.68,5.913097 
0.60,4.213021 
0.62,4.609740 
0.60,3.556446 
0.57,5.402074 
0.61,4.855528 
0.70,9.348186 
